Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,QualArea,TotalBath,TotalPorchSF,HouseAge,RemodAge,IsRemodeled,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasW,Heating_Grav,Heating_OthW,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Gd,GarageQual_None,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_None,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
-1.7239542821108413,0.4508575158241998,0.27824036729296897,-0.08718037081452147,0.6746692291151766,-0.5511395361961677,1.0398235080338505,0.8689279122337001,1.177638825197313,0.7564628422668397,-0.3627303394574905,-0.5500286193285973,-0.5475992748689366,1.2153313085081388,-0.11332571600510137,0.6230651655571288,1.1211029160299792,-0.2443097329408222,0.8562766838362775,1.223568269944832,0.2474776361598363,-0.15758762436527135,-0.9652298797859488,0.40748711930431164,-0.951020439471726,0.8260303602547899,-0.40317326129947273,-0.1323686327845319,-0.2933142449310124,-0.04781097098748854,-0.18389822934519073,-1.6049359611527292,0.14841190884987138,0.741237585416736,1.7073934958201984,0.4112453893203502,-1.031614485471787,-0.8593055872739397,-0.9301871999497492,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.7215900409926754,-1.0983515409939266,0.7484503779898343,0.1651969284907497,-0.09814439134340959,2.229225515330535,0.11648082964394793,-0.4505180514929974,-0.824498351029119,0.8807417360845731,-0.3627303394574905,-0.12445953615648138,0.6658364547374098,-0.8520490850837125,-0.11332571600510137,-0.3599576603530849,-0.8498199911617623,3.959712877653238,0.8562766838362775,-0.7727000612927042,0.2474776361598363,-0.15758762436527135,0.6333561301870015,-0.04424837378276932,1.272153800931757,-1.0733091845853582,-0.40317326129947273,-0.1323686327845319,-0.2933142449310124,-0.04781097098748854,-0.18389822934519073,-0.48925801106506106,-0.605108014461335,-0.23266461918422207,0.3901612007169067,-1.4191408135523405,-0.14373785216076373,0.411275999410141,-0.9301871999497492,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.7192257998745095,0.4508575158241998,0.37228236943234205,0.47891126532286665,0.6746692291151766,-0.5511395361961677,0.9714277540790429,0.8200595432067854,1.0955509007617563,0.6142095796902453,-0.3627303394574905,0.15941672240246826,-0.3222801910115188,1.2200812865787136,-0.11332571600510137,0.763790055406421,1.1211029160299792,-0.2443097329408222,0.8562766838362775,1.223568269944832,0.2474776361598363,-0.15758762436527135,0.6333561301870015,0.715488591863685,-0.951020439471726,0.6284184560076234,-0.40317326129947273,-0.1323686327845319,-0.2933142449310124,-0.04781097098748854,-0.18389822934519073,0.9983125890518298,0.14841190884987138,0.8337184564882333,1.7073934958201984,0.22080755842273964,-0.9633162829094006,-0.8104370647091673,1.0750524196140545,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.7168615587563436,0.6714032422903077,0.12150369706068054,0.15486821822507502,0.6746692291151766,-0.5511395361961677,-1.9695896659776837,-0.7437282656544858,-0.824498351029119,0.30616944035929783,-0.3627303394574905,0.30593197165701597,-0.935718060558308,1.1738456756598863,-0.11332571600510137,0.6362854237879633,1.1211029160299792,-0.2443097329408222,-1.0457568284014,-0.7727000612927042,0.2474776361598363,-0.15758762436527135,0.6333561301870015,0.8900227596473299,-0.951020439471726,0.5330262762254292,2.9151410301921534,-0.1323686327845319,-0.2933142449310124,-0.04781097098748854,-0.18389822934519073,-1.6049359611527292,-1.3586279377725412,0.7499256922198183,-0.26845494683473914,1.254927313123571,1.9052082247108286,0.6556186122340026,1.0750524196140545,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.7144973176381777,0.4508575158241998,0.873839714175665,0.9478743255624482,1.4474828495737626,-0.5511395361961677,0.9372298771016391,0.722322805152956,1.4283304245351218,0.7278843828347531,-0.3627303394574905,0.24076990799655035,0.36162142726294544,1.286651127810006,-0.11332571600510137,1.435563027584113,1.1211029160299792,-0.2443097329408222,0.8562766838362775,1.223568269944832,1.681103590125407,-0.15758762436527135,0.6333561301870015,1.8858941875893038,1.0787380657387626,0.9973638311551022,-0.40317326129947273,-0.1323686327845319,-0.2933142449310124,-0.04781097098748854,-0.18389822934519073,2.113990539139498,0.14841190884987138,1.5591560951745096,1.7073934958201984,0.5763587952293578,-0.9291671816282074,-0.7127000195796227,-0.9301871999497492,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.7121330765200118,0.19073394409372033,0.9051870482221227,0.9276583576790379,-0.8709580118019957,-0.5511395361961677,0.6978447382598125,0.47798096001838236,-0.824498351029119,0.7702493489908083,-0.3627303394574905,-1.1116713323795686,-0.7746546665450142,1.0753879725413495,-0.11332571600510137,-0.11322643252835009,1.1211029160299792,-0.2443097329408222,-1.0457568284014,1.223568269944832,-2.619774271771305,-0.15758762436527135,-0.9652298797859488,0.05841878373702181,0.39980704259468397,0.4530984710279297,-0.40317326129947273,8.3636156286314,-0.2933142449310124,-0.04781097098748854,5.373204680885998,1.3702052390810526,0.9019318321610776,-0.45822295346656866,0.3901612007169067,1.3240524417759763,-0.6559743713786618,-0.4194888841909887,1.0750524196140545,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.7097688354018459,-1.0983515409939266,0.5917137077575458,0.2624861318177951,1.4474828495737626,-0.5511395361961677,1.0740213850112543,0.9666646502875297,1.1550581530024178,1.0090859192842152,-0.3627303394574905,-0.0509410856846847,1.5718064076779446,-0.8520490850837125,-0.11332571600510137,0.5926431969570782,1.1211029160299792,-0.2443097329408222,0.8562766838362775,-0.7727000612927042,0.2474776361598363,-0.15758762436527135,0.6333561301870015,0.8592226123913926,1.203511954069009,0.7899167479578728,-0.40317326129947273,-0.1323686327845319,-0.2933142449310124,-0.04781097098748854,-0.18389822934519073,0.6264199390226072,-0.605108014461335,1.0052301055610156,1.0487773482685525,0.37644284026389185,-1.0999126880341734,-1.0059111549682567,1.0750524196140545,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.70740459428368,0.4508575158241998,-1.7593363457267808,0.32009121154064907,0.6746692291151766,0.37564881431273317,0.013887198711736534,-0.5971231585737415,1.2650729450173253,0.8312539297609796,1.3543979700456388,-0.3072447892857095,0.2561010507855854,1.2632261592613028,-0.11332571600510137,1.272495676486693,1.1211029160299792,-0.2443097329408222,0.8562766838362775,1.223568269944832,0.2474776361598363,-0.15758762436527135,2.2319421401599517,0.07895221524098003,1.1675659015910682,1.4782722139033295,2.797078189076901,-0.1323686327845319,-0.2933142449310124,-0.04781097098748854,4.718671248634958,1.7420978891102752,0.9019318321610776,1.1680115388058392,1.7073934958201984,1.4351564144737858,0.027007654245202278,0.6556186122340026,-0.9301871999497492,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.705040353165514,0.19073394409372033,-0.16062230935743865,-0.7252510725210276,0.6746692291151766,-0.5511395361961677,-1.422423634339223,-1.7210956461927802,-0.824498351029119,-1.4871874384170078,-0.3627303394574905,0.6865860935969764,-0.21542145727448112,1.1720403738420397,-0.11332571600510137,0.7419729186448303,-0.8498199911617623,-0.2443097329408222,0.8562766838362775,-0.7727000612927042,-1.1861483178057344,5.421764207826304,2.2319421401599517,-0.0031815107748528696,0.7477136389086874,-1.0733091845853582,2.726017079260211,-0.1323686327845319,-0.2933142449310124,-0.04781097098748854,-0.18389822934519073,-0.8611506610942837,0.14841190884987138,0.8193809094129613,-0.26845494683473914,1.0423775989985775,1.4271208067741237,1.7307261086589942,1.0750524196140545,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.7026761120473481,2.1090974711902666,-0.19196964340389633,-0.3442824349814322,-0.8709580118019957,0.37564881431273317,-1.1488406185199926,-1.7210956461927802,-0.824498351029119,0.8276854650777778,-0.3627303394574905,-0.5958456303822667,-0.08993192424689408,-0.8520490850837125,-0.11332571600510137,-0.872802068172318,1.1211029160299792,-0.2443097329408222,-1.0457568284014,-0.7727000612927042,-1.1861483178057344,5.421764207826304,2.2319421401599517,-1.3532546321601062,-0.951020439471726,-0.4684844608451697,-0.40317326129947273,-0.1323686327845319,-0.2933142449310124,-0.04781097098748854,-0.18389822934519073,-1.976828611181952,0.14841190884987138,-0.9574825759765013,-0.26845494683473914,-0.8362735571432184,1.1539279965245781,1.7307261086589942,1.0750524196140545,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
